car_park_no,address,latitude,longitude,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,normal_hours,other_hours
PM22,BLK 555A PASIR RIS STREET 51,1.368562431,103.9522137,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,0.6,0.6
PM23,BLK 564A PASIR RIS STREET 51,1.368681755,103.9495037,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N,0.6,0.6
PM24,BLK 561A PASIR RIS STREET 51,1.36718518,103.9513153,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2,N,0.6,0.6
PM25,BLK 500A PASIR RIS STREET 52,1.376390131,103.9456089,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,1.9,N,0.6,0.6
PM26,BLK 521A PASIR RIS STREET 52,1.373867573,103.9439927,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.9,N,0.6,0.6
PM27,BLK 578A PASIR RIS STREET 53,1.373960189,103.946596,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N,0.6,0.6
PM28,BLK 586A PASIR RIS STREET 53,1.374700109,103.947766,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,0.6,0.6
PM29,BLK 601A ELIAS ROAD,1.377333641,103.9433737,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,0.6,0.6
PM3,BLK 225A PASIR RIS STREET 21,1.37180035,103.960933,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,1.9,N,0.6,0.6
PM30,BLK 614A ELIAS ROAD,1.375745384,103.9421772,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,1.9,N,0.6,0.6
PM32,BLK 631A PASIR RIS DRIVE 3,1.379306774,103.9400987,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N,0.6,0.6
PM33,BLK 635A PASIR RIS DRIVE 1,1.377080924,103.9398767,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N,0.6,0.6
PM34,BLK 649A PASIR RIS DRIVE 10,1.378000605,103.938712,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N,0.6,0.6
PM35,BLK 700A PASIR RIS DRIVE 10,1.380769512,103.9386414,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,0.6,0.6
PM36,BLK 710A PASIR RIS STREET 72,1.382416559,103.9370705,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,0.6,0.6
PM37,BLK 718A PASIR RIS STREET 72,1.381924788,103.9360195,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,0.6,0.6
PM38,BLK 736A PASIR RIS DRIVE 10,1.378947581,103.9372425,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,0.6,0.6
PM4,BLK 231A PASIR RIS DRIVE 4,1.374105919,103.9614427,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,0.6,0.6
PM40,BLK 744A PASIR RIS STREET 71,1.377947613,103.9353837,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,11,2,N,0.6,0.6
PM41,BLK 747A PASIR RIS STREET 71,1.378837412,103.9340874,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N,0.6,0.6
PM43,BLK 757A PASIR RIS ST 71,1.377236379,103.9331363,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N,0.6,0.6
PM44,BLK 762A PASIR RIS STREET 71,1.375965618,103.9332995,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N,0.6,0.6
PM45,BLK 773A PASIR RIS STREET 71,1.374601955,103.9359049,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,0.6,0.6
PM46,BLK 782A PASIR RIS STREET 71,1.373224587,103.938387,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,8,2,N,0.6,0.6
PM5,BLK 235A PASIR RIS STREET 21,1.373770353,103.962608,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,0.6,0.6
PM6,BLK 245A PASIR RIS STREET 21,1.370820028,103.9634124,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,0.6,0.6
PM7,BLK 257A PASIR RIS STREET 21,1.367557638,103.9632499,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,1.9,N,0.6,0.6
PM8,BLK 458A PASIR RIS DRIVE 4,1.37163599,103.9602559,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,0.6,0.6
PM9,BLK 216A PASIR RIS STREET 21,1.368291967,103.9612161,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N,0.6,0.6
PP1,BLK 101 TO 109 POTONG PASIR AVENUE 1,1.334004902,103.869214,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
PP2,BLK 143 TO 145 POTONG PASIR AVENUES 2/3,1.332680145,103.8660545,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
PP3,BLK 134 TO 142 POTONG PASIR AVENUE 3,1.333601983,103.8658445,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
PP4,BLK 121 TO 133 POTONG PASIR AVENUE 1,1.334732912,103.8661192,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
PP5,BLK 113 TO 120 POTONG PASIR AVENUE 1,1.336313102,103.8632229,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
PP6,BLK 146 POTONG PASIR AVENUE 2,1.332283736,103.8676147,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
PP9T,BLK 145 POTONG PASIR AVENUES 2/3,1.332194678,103.8660601,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
PRM,BLK 33 PARK CRESCENT MSCP,1.285450368,103.84227,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N,1.2,0.6
PRM1,BLK 441A PASIR RIS DRIVE 6,1.369619634,103.9578352,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.86,N,0.6,0.6
PRS1,BLK 212A PASIR RIS STREET 21,1.368017156,103.9603263,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N,0.6,0.6
PR1,BLK 101/108 PASIR RIS STREET 12,1.36733184,103.9579998,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
PR10,BLK 467/477 PASIR RIS DRIVE 6,1.373738956,103.9571828,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
PR11,BLK 478/487 PASIR RIS DRIVE 4,1.37445762,103.9593903,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
PR12,BLK 544/556 PASIR RIS STREET 51,1.36871369,103.952683,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,0.6,0.6
PR13,"BLK 537-543, 564-569 PASIR RIS STREET 51",1.369476386,103.9496188,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,0.6,0.6
PR14,BLK 557-562 PASIR RIS ST 51,1.366686089,103.9514927,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,0.6,0.6
PR2,BLK 109/129 PASIR RIS STREET 11,1.367274803,103.9554428,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
PR3,BLK 531/536 PASIR RIS DR 1/PASIR RIS CENTRAL,1.371063423,103.9507156,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,0.6,0.6
PR4,BLK 406/411 PASIR RIS DRIVE 6,1.372934646,103.9545205,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
PR5,"BLK 405/406, 412/429 PASIR RIS DRIVE 6",1.370508264,103.9551171,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
PR6,BLK 441/445 PASIR RIS DRIVE 6,1.369379059,103.957594,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
PR7,BLK 446/455 PASIR RIS DRIVE 6,1.371009412,103.9576851,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N,0.6,0.6
PR8,BLK 456/461 PASIR RIS DRIVE 4,1.371267841,103.9595744,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,0.6,0.6
PR9,BLK 463/466 PASIR RIS STREET 41,1.373205301,103.9584558,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N,0.6,0.6
P1,BLK 196 PUNGGOL FIELD,1.399336855,103.9070237,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,0.6,0.6
P11,BLK 416 PANDAN GARDENS,1.321204214,103.7483559,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
P12,BLK 415 PANDAN GARDENS,1.320567395,103.7481941,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
P13,BLK 401/402 PANDAN GARDENS,1.32069016,103.7504078,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
P14,BLK 403/408 PANDAN GARDENS,1.319353618,103.7491754,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
P15,BLK 413 PANDAN GARDENS,1.319834823,103.7481482,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
P16,BLK 412/414 PANDAN GARDENS,1.319882381,103.7471648,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
P17,BLK 409/411 PANDAN GARDENS,1.318821467,103.747384,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
P2,BLK 199 PUNGGOL FIELD,1.400104619,103.9060288,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,0.6,0.6
P3,BLK 101 PUNGGOL FIELD,1.398456837,103.9057745,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,0.6,0.6
P34L,PUNGGOL ROAD,1.404525363,103.9074225,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N,0.6,0.6
P35L,PUNGGOL CENTRAL,1.402241871,103.9076225,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N,0.6,0.6
P4,BLK 105 EDGEFIELD PLAINS,1.397227162,103.9056229,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,0.6,0.6
P40L,BLK 740 TO 745 PASIR RIS STREET 71,1.378101229,103.9359329,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.2,N,0.6,0.6
P5,BLK 107 PUNGGOL FIELD,1.396877555,103.9076419,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,0.6,0.6
P5L,BLK 106A PUNGGOL FIELD,1.397483724,103.9077504,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N,0.6,0.6
P6,BLK 109 PUNGGOL FIELD,1.39536857,103.9094623,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,0.6,0.6
P6L,BLK 109B PUNGGOL FIELD,1.395598254,103.9100858,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N,0.6,0.6
P7,BLK 119 EDGEFIELD PLAINS,1.395427967,103.9064702,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,0.6,0.6
P76L,BLK 327A SUMANG WALK,1.412321547,103.8992396,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N,0.6,0.6
P77L,BLK 659 PUNGGOL EAST,1.400112087,103.9192978,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N,0.6,0.6
P8,BLK 126 EDGEDALE PLAINS,1.394228446,103.9109139,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
P9,BLK 128 PUNGGOL FIELD WALK,1.392923918,103.9125375,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
Q14,BLK 49 STIRLING RD,1.297630701,103.802168,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
Q15,BLK 41/48 STIRLING RD,1.298332573,103.8017544,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
Q16,BLK 45 AND 50 STIRLING RD,1.296933726,103.8037167,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
Q17,BLK 52 STIRLING RD,1.296206346,103.8038246,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
Q19,BLK 151 MEI LING STREET,1.294701007,103.803258,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N,0.6,0.6
Q2A,BLK 155-164 STIRLING ROAD,1.291647623,103.8043867,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
Q30,MARGARET DRIVE,1.295830546,103.8087766,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
Q4,BLK 168A QUEENSWAY,1.288713705,103.8039084,SURFACE CAR PARK,COUPON PARKING,NO,NO,YES,0,0,N,0.6,0.6
Q41,BLK 80 STRATHMORE AVENUE,1.294345239,103.8092236,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,0.6,0.6
Q48,BLK 150A MEI CHIN ROAD,1.29535823,103.8035134,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
Q49,#NAME?,1.295294734,103.802772,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0,N,0.6,0.6
Q5A,BLKS 166-171 STIRLING ROAD,1.291140317,103.8031678,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
Q5S,BLK 165-166 STIRLING RD,1.290779203,103.8021473,SURFACE CAR PARK,COUPON PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
Q51,BLK 39 TANGLIN HALT ROAD,1.297932628,103.7990625,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0,N,0.6,0.6
Q52,BLK 33-34 TANGLIN HALT ROAD,1.29678562,103.798912,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0,N,0.6,0.6
Q55,BLK 61/66 COMMONWEALTH DRIVE,1.298689182,103.7964268,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,4.5,N,0.6,0.6
Q57,BLK 46-2 COMMONWEALTH DRIVE,1.299859823,103.7986046,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
Q58,BLK 46-3 COMMONWEALTH DRIVE,1.300089156,103.7976555,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N,0.6,0.6
Q59,BLK 47/49 TANGLIN HALT ROAD,1.300933741,103.7975847,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
Q65,BLK 115A COMMONWEALTH DRIVE,1.30552382,103.7987539,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
Q65A,BLK 96-111 AND 115 COMMONWEALTH CRESCENT,1.307087855,103.8011383,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
Q66,BLK 117 COMMONWEALTH DRIVE,1.30670479,103.7994973,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
Q67,BLK 116-118 COMMONWEALTH CRESCENT,1.307172812,103.8005433,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
Q68,BLK 110 COMMONWEALTH CRESCENT,1.306877426,103.7990047,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N,0.6,0.6
Q70,BLK 99/102 COMMONWEALTH CRESCENT,1.307346071,103.8005493,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N,0.6,0.6
Q72,BLK 96 COMMONWEALTH CRESCENT,1.306493006,103.800897,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0,N,0.6,0.6
Q73,BLK 91/92 COMMONWEALTH DRIVE,1.306253309,103.8003917,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N,0.6,0.6
Q75M,BLK 10A HOLLAND DRIVE,1.308311929,103.7936989,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
Q77M,BLK 18 HOLLAND DRIVE,1.311593204,103.7920156,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,0.6,0.6
Q8,BLK 19/23A/23B QUEENS CLOSE,1.294206414,103.7995693,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,0.6,0.6
Q80,BLK 45/46/47 HOLLAND DRIVE,1.308536481,103.7927017,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,0.6,0.6
Q81,BLK 43 HOLLAND DRIVE,1.307536743,103.7931643,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,0.6,0.6
Q84,BLK 2/4/6/31/32 HOLLAND CLOSE,1.306780988,103.7966732,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
Q85,NORTH BUONA VISTA ROAD,1.308234591,103.7920457,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
Q86,BLK 148A MEI LING STREET,1.294563482,103.8038719,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.8,N,0.6,0.6
Q87,BLK 5A HOLLAND CLOSE,1.308878937,103.7962384,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N,0.6,0.6
Q88,BLK 19A QUEEN'S CLOSE,1.292990561,103.8005597,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,0.6,0.6
Q89,BLK 7B COMMONWEALTH AVENUE,1.306246135,103.7950498,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N,0.6,0.6
Q92,BLK 82 STRATHMORE AVENUE,1.294798195,103.808485,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,4.5,N,0.6,0.6
Q93,BLK 83 STRATHMORE AVENUE,1.294940134,103.808064,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,4.5,N,0.6,0.6
Q94,BLK 102 COMMONWEALTH CRESCENT,1.307637808,103.8005611,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N,0.6,0.6
Q95,BLK 98 COMMONWEALTH CRESCENT,1.306719347,103.8012682,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0,N,0.6,0.6
Q96,BLK 181-184 STIRLING ROAD,1.295347167,103.8044053,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,0.6,0.6
Q97,BLK 64 COMMONWEALTH DRIVE,1.299199602,103.7973857,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0,N,0.6,0.6
Q98,BLK 55 COMMONWEALTH DRIVE,1.297337573,103.7972849,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,4.5,N,0.6,0.6
Q99,BLK 89 COMMONWEALTH DRIVE,1.305295517,103.7990945,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,4.5,N,0.6,0.6
RCM,BLK 638 VEERASAMY ROAD,1.30721028,103.8553524,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2,N,0.6,0.6
RC1,BLK 101/102 JALAN RAJAH,1.32854681,103.8515537,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
RC2,BLK 103/104 JALAN RAJAH,1.327687747,103.8530706,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
RC3,BLK 105/108 JALAN RAJAH,1.328285544,103.8545641,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
RHM,BLK 88A REDHILL CLOSE,1.286463927,103.8185776,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,0.6,0.6
RHM2,BLK 70A REDHILL CLOSE,1.287008244,103.8169073,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
RHM3,BLK 73 REDHILL RD,1.287915777,103.8172732,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,17,2.15,N,0.6,0.6
RHM4,BLK 74 REDHILL RD,1.287988772,103.8158172,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
RHS,BLK 75A/B REDHILL ROAD,1.288288614,103.8156164,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,0.6,0.6
SAM,BLK 60A STRATHMORE AVENUE,1.292563549,103.8118775,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
SAM2,BLK 61 STRATHMORE AVENUE,1.293966567,103.8110073,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,0.6,0.6
SB1,BLK 306B CANBERRA ROAD,1.446480287,103.8220573,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,0.6,0.6
SB10,BLK 481A SEMBAWANG DRIVE,1.452495987,103.8153929,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,0.6,0.6
SB11,BLK 476A SEMBAWANG DRIVE,1.451775978,103.8166619,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,0.6,0.6
SB12,BLK 424A CANBERRA ROAD,1.453165066,103.8190629,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
